loc_rowid,hostname,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_mass,st_dist
12222,Kepler-1521,1,Transit,47.14845936,,,4981.13,0.82,206.983
12223,Kepler-1521,1,Transit,47.14840805,0.2579,,5089,1.03,206.983
12224,Kepler-1521,1,Transit,47.1484324,,,4981.13,0.82,206.983
12225,Kepler-1521,1,Transit,47.14840805,,,5042,0.81,206.983
12226,Kepler-1521,1,Transit,,,,5013,,206.983
12227,Kepler-1521,1,Transit,47.14840805,0.2579,,5089,1.03,206.983
12228,Kepler-1522,1,Transit,,,,5764,,814.125
12229,Kepler-1522,1,Transit,1.84789218,,,5676.14,1.01,814.125
12230,Kepler-1522,1,Transit,1.84788917,0.0289,,5770,0.94,814.125
12231,Kepler-1522,1,Transit,1.84788917,,,5706,0.96,814.125
12232,Kepler-1522,1,Transit,1.84789274,0.0288,,5763,0.94,814.125
12233,Kepler-1522,1,Transit,1.84788917,0.0289,,5770,0.94,814.125
12234,Kepler-1522,1,Transit,1.84789274,,,5676.14,1.01,814.125
12235,Kepler-1522,1,Transit,1.84788444,,,5676.14,1.01,814.125
12236,Kepler-1522,1,Transit,1.84788917,0.0289,,5770,0.94,814.125
12237,Kepler-1523,1,Transit,0.93875077,,,5708,0.97,865.596
12238,Kepler-1523,1,Transit,0.93874633,,,5472.95,0.96,865.596
12239,Kepler-1523,1,Transit,0.93875022,,,5472.95,0.96,865.596
12240,Kepler-1523,1,Transit,0.93875077,0.0189,,5825,1.02,865.596
12241,Kepler-1523,1,Transit,0.93875022,0.0185,,5497,0.96,865.596
12242,Kepler-1523,1,Transit,0.93875077,0.0189,,5825,1.02,865.596
12243,Kepler-1523,1,Transit,,,,5568,,865.596
12244,Kepler-1523,1,Transit,0.93875077,0.0189,,5825,1.02,865.596
12245,Kepler-1524,1,Transit,70.9674603,0.3212,,5900,0.88,381.773
12246,Kepler-1524,1,Transit,70.96709728,,,5797.81,1.04,381.773
12247,Kepler-1524,1,Transit,70.9672087,,,5797.81,1.04,381.773
12248,Kepler-1524,1,Transit,70.9674603,,,6179,1.17,381.773
12249,Kepler-1524,1,Transit,70.9674603,0.3212,,5900,0.88,381.773
12250,Kepler-1524,1,Transit,,,,5824,,381.773
12251,Kepler-1524,1,Transit,70.9674603,0.3212,,5900,0.88,381.773
12252,Kepler-1524,1,Transit,70.9672087,0.3392,,5818,1.03,381.773
12253,Kepler-1525,1,Transit,2.41660149,0.036,,5705,1.07,382.989
12254,Kepler-1525,1,Transit,2.41659833,,,5581.31,0.98,382.989
12255,Kepler-1525,1,Transit,,,,5605,,382.989
12256,Kepler-1525,1,Transit,2.41660118,0.0354,,5812,1.01,382.989
12257,Kepler-1525,1,Transit,2.41660149,,,5581.31,0.98,382.989
12258,Kepler-1525,1,Transit,2.41660118,,,5748,1.07,382.989
12259,Kepler-1525,1,Transit,2.41660118,0.0354,,5812,1.01,382.989
12260,Kepler-1525,1,Transit,2.41660118,0.0354,,5812,1.01,382.989
12261,Kepler-1526,1,Transit,3.908632,0.0418,,4518,0.64,555.574
12262,Kepler-1526,1,Transit,3.908632,0.0418,,4518,0.64,555.574
12263,Kepler-1526,1,Transit,3.908632,,,4601,0.73,555.574
12264,Kepler-1526,1,Transit,3.90863457,0.0418,,4518,0.64,555.574
12265,Kepler-1526,1,Transit,3.90863457,,,4549,0.72,555.574
12266,Kepler-1526,1,Transit,,,,4515,,555.574
12267,Kepler-1526,1,Transit,3.90864059,,,4549,0.72,555.574
12268,Kepler-1526,1,Transit,3.9086427,,,4549,0.72,555.574
12269,Kepler-1526,1,Transit,3.908632,0.0418,,4518,0.64,555.574
12270,Kepler-1527,1,Transit,160.129918,0.5756,,6075,0.99,1842.13
12271,Kepler-1527,1,Transit,160.130899,,,5919,1.08,1842.13
12272,Kepler-1527,1,Transit,160.130899,0.6276,,6092,1.28,1842.13
12273,Kepler-1527,1,Transit,,,,6089,,1842.13
12274,Kepler-1527,1,Transit,160.129918,0.5756,,6075,0.99,1842.13
12275,Kepler-1527,1,Transit,160.129918,,,6224,1.21,1842.13
12276,Kepler-1527,1,Transit,160.1318152,,,5919,1.08,1842.13
12277,Kepler-1527,1,Transit,160.1314641,,,5919,1.08,1842.13
12278,Kepler-1527,1,Transit,160.129918,0.5756,,6075,0.99,1842.13
12279,Kepler-1528,1,Transit,1.79111021,0.0296,,6040,1.07,817.534
12280,Kepler-1528,1,Transit,1.79111021,,,5857,1.03,817.534
12281,Kepler-1528,1,Transit,1.79111595,,,5765,1.03,817.534
12282,Kepler-1528,1,Transit,1.79110997,0.0296,,6040,1.07,817.534
12283,Kepler-1528,1,Transit,1.79111021,0.0296,,6040,1.07,817.534
12284,Kepler-1528,1,Transit,1.79111021,0.0296,,6040,1.07,817.534
12285,Kepler-1528,1,Transit,,,,6036,,817.534
12286,Kepler-1528,1,Transit,1.79110997,,,5765,1.03,817.534
12287,Kepler-1529,1,Transit,5.33905686,,,5048,0.81,661.014
12288,Kepler-1529,1,Transit,5.33905606,,,4901,0.8,661.014
12289,Kepler-1529,1,Transit,5.33905686,0.0525,,5057,0.68,661.014
12290,Kepler-1529,1,Transit,5.3390216,,,4901,0.8,661.014
12291,Kepler-1529,1,Transit,5.33906237,,,4901,0.8,661.014
12292,Kepler-1529,1,Transit,5.33905686,0.0525,,5057,0.68,661.014
12293,Kepler-1529,1,Transit,5.33905686,0.0525,,5057,0.68,661.014
12294,Kepler-1529,1,Transit,,,,5054,,661.014
12295,Kepler-1529,1,Transit,5.33905606,0.0525,,5057,0.68,661.014
12296,Kepler-153,2,Transit,18.87021566,0.1274,,5402,0.77,459.368
12297,Kepler-153,2,Transit,18.87022157,,,5289,0.91,459.368
12298,Kepler-153,2,Transit,18.87020444,,,5289,0.91,459.368
12299,Kepler-153,2,Transit,18.87021252,,,5289,0.91,459.368
12300,Kepler-153,2,Transit,18.870214,0.13,,5416,0.82,459.368
12301,Kepler-153,2,Transit,18.87021566,0.1274,,5402,0.77,459.368
12302,Kepler-153,2,Transit,18.87022157,0.1274,,5402,0.77,459.368
12303,Kepler-153,2,Transit,18.87021566,0.1274,,5402,0.77,459.368
12304,Kepler-153,2,Transit,,,,5178,,459.368
12305,Kepler-153,2,Transit,18.87021566,,,5259,0.83,459.368
12306,Kepler-153,2,Transit,18.870227,0.129,,5404,,459.368
12307,Kepler-153,2,Transit,46.90251911,,,5289,0.91,459.368
12308,Kepler-153,2,Transit,46.9026431,0.2337,,5402,0.77,459.368
12309,Kepler-153,2,Transit,46.90191,0.238,,5416,0.82,459.368
12310,Kepler-153,2,Transit,46.90273122,,,5289,0.91,459.368
12311,Kepler-153,2,Transit,46.9025112,0.2337,,5402,0.77,459.368
12312,Kepler-153,2,Transit,46.9025112,,,5259,0.83,459.368
12313,Kepler-153,2,Transit,,,,5178,,459.368
12314,Kepler-153,2,Transit,46.90232,0.237,,5404,,459.368
12315,Kepler-153,2,Transit,46.9026431,,,5289,0.91,459.368
12316,Kepler-153,2,Transit,46.9025112,0.2337,,5402,0.77,459.368
12317,Kepler-153,2,Transit,46.9025112,0.2337,,5402,0.77,459.368
12318,Kepler-1530,3,Transit,2.5904434,0.0371,,5678,1.01,489.876
12319,Kepler-1530,3,Transit,2.5903958,0.0371,,5678,1.01,489.876
12320,Kepler-1530,3,Transit,2.5904434,0.0371,,5678,1.01,489.876
12321,Kepler-1530,3,Transit,2.59040738,,,5338.57,0.92,489.876
12322,Kepler-1530,3,Transit,2.5904434,0.0371,,5678,1.01,489.876
12323,Kepler-1530,3,Transit,2.5904434,,,5477,0.92,489.876
12324,Kepler-1530,3,Transit,,,,5371,,489.876
12325,Kepler-1530,3,Transit,2.5903958,,,5338.57,0.92,489.876
12326,Kepler-1530,3,Transit,2.59033584,,,5338.57,0.92,489.876
12327,Kepler-1530,3,Transit,5.3227406,0.06,,5678,1.01,489.876
12328,Kepler-1530,3,Transit,5.3227406,,,5477,0.92,489.876
12329,Kepler-1530,3,Transit,5.3235335,,,5338.57,0.92,489.876
12330,Kepler-1530,3,Transit,5.3227406,0.06,,5678,1.01,489.876
12331,Kepler-1530,3,Transit,5.3235335,0.06,,5678,1.01,489.876
12332,Kepler-1530,3,Transit,5.32366516,,,5338.57,0.92,489.876
12333,Kepler-1530,3,Transit,,,,5371,,489.876
12334,Kepler-1530,3,Transit,5.32456633,,,5338.57,0.92,489.876
12335,Kepler-1530,3,Transit,5.3227406,0.06,,5678,1.01,489.876
12336,Kepler-1530,3,Transit,9.2075634,0.0865,,5678,1.01,489.876
12337,Kepler-1530,3,Transit,9.20761013,,,5678,1.01,489.876
12338,Kepler-1530,3,Transit,9.2077989,0.0865,,5678,1.01,489.876
12339,Kepler-1530,3,Transit,9.2075634,,,5338.57,0.92,489.876
12340,Kepler-1530,3,Transit,9.2077989,0.0865,,5678,1.01,489.876
12341,Kepler-1530,3,Transit,9.2077989,0.0865,,5678,1.01,489.876
12342,Kepler-1530,3,Transit,9.20809062,,,5338.57,0.92,489.876
12343,Kepler-1531,1,Transit,1.13854338,0.0217,,6522,1.05,666.334
12344,Kepler-1531,1,Transit,1.13854338,0.0217,,6522,1.05,666.334
12345,Kepler-1531,1,Transit,1.13854589,,,6216,1.2,666.334
12346,Kepler-1531,1,Transit,1.13854821,,,6216,1.2,666.334
12347,Kepler-1531,1,Transit,1.13854338,0.0217,,6522,1.05,666.334
12348,Kepler-1531,1,Transit,1.13854338,,,6260,1.16,666.334
12349,Kepler-1531,1,Transit,1.13854821,0.022,,6520,1.09,666.334
12350,Kepler-1532,1,Transit,1.09366356,,,5559,0.91,798.246
12351,Kepler-1532,1,Transit,1.09366627,,,5733,1.02,798.246
12352,Kepler-1532,1,Transit,1.09366585,0.0206,,5845,0.97,798.246
12353,Kepler-1532,1,Transit,,,,5836,,798.246
12354,Kepler-1532,1,Transit,1.09366356,0.0205,,5835,0.96,798.246
12355,Kepler-1532,1,Transit,1.09366356,0.0205,,5835,0.96,798.246
12356,Kepler-1532,1,Transit,1.09366585,,,5733,1.02,798.246
12357,Kepler-1532,1,Transit,1.09366356,0.0205,,5835,0.96,798.246
12358,Kepler-1533,1,Transit,308.544422,0.9625,,6325,1.25,966.801
12359,Kepler-1533,1,Transit,308.5471,,,6431,1.31,966.801
12360,Kepler-1533,1,Transit,308.5471,0.9191,,6363,1.08,966.801
12361,Kepler-1533,1,Transit,308.5543033,,,6473.13,1.32,966.801
12362,Kepler-1533,1,Transit,308.5471,0.9191,,6363,1.08,966.801
12363,Kepler-1533,1,Transit,308.544422,,,6473.13,1.32,966.801
12364,Kepler-1533,1,Transit,,,,6320,,966.801
12365,Kepler-1533,1,Transit,308.5471,0.9191,,6363,1.08,966.801
12366,Kepler-1534,1,Transit,5.71668787,,,,,
12367,Kepler-1534,1,Transit,5.71669476,,,,,
12368,Kepler-1534,1,Transit,5.71668872,0.0599,,5638,0.88,
12369,Kepler-1534,1,Transit,5.71668787,0.0599,,5638,0.88,
12370,Kepler-1534,1,Transit,5.71668872,,,5442,0.9,
12371,Kepler-1534,1,Transit,5.71668872,0.0599,,5638,0.88,
12372,Kepler-1535,1,Transit,138.9463728,,,5878,1.06,897.733
12373,Kepler-1535,1,Transit,138.9442,0.5125,,6049,0.93,897.733
12374,Kepler-1535,1,Transit,138.944022,,,5878,1.06,897.733
12375,Kepler-1535,1,Transit,138.9442797,,,5878,1.06,897.733
12376,Kepler-1535,1,Transit,138.9442,,,6021,1.08,897.733
12377,Kepler-1535,1,Transit,138.9442,0.5125,,6049,0.93,897.733
12378,Kepler-1535,1,Transit,,,,6014,,897.733
12379,Kepler-1535,1,Transit,138.944022,0.5329,,6014,1.04,897.733
12380,Kepler-1535,1,Transit,138.9442,0.5125,,6049,0.93,897.733
12381,Kepler-1536,1,Transit,364.758031,0.8507,,4386,0.62,387.248
12382,Kepler-1536,1,Transit,364.758031,,,4434,0.71,387.248
12383,Kepler-1536,1,Transit,364.758031,0.8507,,4386,0.62,387.248
12384,Kepler-1536,1,Transit,364.758031,0.8507,,4386,0.62,387.248
12385,Kepler-1536,1,Transit,364.751562,0.8507,,4386,0.62,387.248
12386,Kepler-1536,1,Transit,,,,4377,,387.248
12387,Kepler-1536,1,Transit,364.751562,,,4233.97,0.66,387.248
12388,Kepler-1537,1,Transit,1.4444538,0.0245,,5305,0.94,517.292
12389,Kepler-1537,1,Transit,,,,5287,,517.292
12390,Kepler-1537,1,Transit,1.4444538,,,5079,0.81,517.292
12391,Kepler-1537,1,Transit,1.44445463,,,4997,0.83,517.292
12392,Kepler-1537,1,Transit,1.4444538,0.0245,,5305,0.94,517.292
12393,Kepler-1537,1,Transit,1.44445234,,,4997,0.83,517.292
12394,Kepler-1537,1,Transit,1.4444538,0.0245,,5305,0.94,517.292
12395,Kepler-1537,1,Transit,1.44445234,0.0245,,5305,0.94,517.292
12396,Kepler-1538,1,Transit,175.138819,0.6344,,6210,1.11,1125.3
12397,Kepler-1538,1,Transit,175.13892,0.6095,,5497,0.98,1125.3
12398,Kepler-1538,1,Transit,175.1379646,,,5795,1.04,1125.3
12399,Kepler-1538,1,Transit,175.138819,0.6344,,6210,1.11,1125.3
12400,Kepler-1538,1,Transit,175.1402005,,,5795,1.04,1125.3
12401,Kepler-1538,1,Transit,175.13892,,,5795,1.04,1125.3
12402,Kepler-1538,1,Transit,175.138819,0.6344,,6210,1.11,1125.3
12403,Kepler-1538,1,Transit,175.138819,,,5837,1.03,1125.3
12404,Kepler-1538,1,Transit,,,,5500,,1125.3
12405,Kepler-1539,1,Transit,133.3038074,,,5029,0.84,748.326
12406,Kepler-1539,1,Transit,133.303247,0.4765,,5064,0.81,748.326
12407,Kepler-1539,1,Transit,,,,5053,,748.326
12408,Kepler-1539,1,Transit,133.3036741,0.4777,,5269,0.82,748.326
12409,Kepler-1539,1,Transit,133.3036741,0.4777,,5269,0.82,748.326
12410,Kepler-1539,1,Transit,133.3036741,0.4777,,5269,0.82,748.326
12411,Kepler-1539,1,Transit,133.3034646,,,5029,0.84,748.326
12412,Kepler-1539,1,Transit,133.303247,,,5029,0.84,748.326
12413,Kepler-1539,1,Transit,133.3036741,,,5176,0.84,748.326
12414,Kepler-154,5,Transit,33.0405509,,,5740,1.03,915.212
12415,Kepler-154,5,Transit,33.04043258,,,5740,1.03,915.212
12416,Kepler-154,5,Transit,33.0405635,0.1957,,5937,0.92,915.212
12417,Kepler-154,5,Transit,33.04050461,,,5740,1.03,915.212
12418,Kepler-154,5,Transit,,,,5666,,915.212
12419,Kepler-154,5,Transit,33.040532,0.198,,5690,,915.212
12420,Kepler-154,5,Transit,33.0405635,0.1957,,5937,0.92,915.212
12421,Kepler-154,5,Transit,33.0405509,0.1943,,5688,0.9,915.212
12422,Kepler-154,5,Transit,33.0405635,,,5769,0.98,915.212
12423,Kepler-154,5,Transit,33.0405635,0.1957,,5937,0.92,915.212
12424,Kepler-154,5,Transit,62.3027873,0.2987,,5937,0.92,915.212
12425,Kepler-154,5,Transit,62.3027873,0.2987,,5937,0.92,915.212
12426,Kepler-154,5,Transit,62.3027873,0.2987,,5937,0.92,915.212
12427,Kepler-154,5,Transit,62.30261745,,,5740,1.03,915.212
12428,Kepler-154,5,Transit,,,,5666,,915.212
12429,Kepler-154,5,Transit,62.3026877,,,5740,1.03,915.212
12430,Kepler-154,5,Transit,62.303276,0.303,,5690,,915.212
12431,Kepler-154,5,Transit,62.3027873,,,5769,0.98,915.212
12432,Kepler-154,5,Transit,62.3026877,0.2965,,5688,0.9,915.212
12433,Kepler-154,5,Transit,20.549751,0.148,,5987,1.03,915.212
12434,Kepler-154,5,Transit,20.5498079,,,5740,1.03,915.212
12435,Kepler-154,5,Transit,20.54981883,0.1426,,5937,0.92,915.212
12436,Kepler-154,5,Transit,20.54981883,0.1426,,5937,0.92,915.212
12437,Kepler-154,5,Transit,20.5498184,0.1415,,5688,0.9,915.212
12438,Kepler-154,5,Transit,20.54979044,,,5740,1.03,915.212
12439,Kepler-154,5,Transit,20.5498184,,,5740,1.03,915.212
12440,Kepler-154,5,Transit,20.54981883,,,5769,0.98,915.212
12441,Kepler-154,5,Transit,,,,5666,,915.212
12442,Kepler-154,5,Transit,20.54981883,0.1426,,5937,0.92,915.212
12443,Kepler-154,5,Transit,3.93276465,0.0474,,5937,0.92,915.212
12444,Kepler-154,5,Transit,3.93276465,0.0474,,5937,0.92,915.212
12445,Kepler-154,5,Transit,3.93274386,,,5740,1.03,915.212
12446,Kepler-154,5,Transit,3.93276465,,,5769,0.98,915.212
12447,Kepler-154,5,Transit,3.93276465,0.0474,,5937,0.92,915.212
12448,Kepler-154,5,Transit,3.93276627,0.047,,5688,0.9,915.212
12449,Kepler-154,5,Transit,3.93276627,,,5740,1.03,915.212
12450,Kepler-154,5,Transit,,,,5666,,915.212
12451,Kepler-154,5,Transit,9.91923796,,,5740,1.03,915.212
12452,Kepler-154,5,Transit,9.91935684,,,5769,0.98,915.212
12453,Kepler-154,5,Transit,9.91935684,0.0878,,5937,0.92,915.212
12454,Kepler-154,5,Transit,9.91937693,,,5740,1.03,915.212
12455,Kepler-154,5,Transit,,,,5666,,915.212
12456,Kepler-154,5,Transit,9.91937693,0.0871,,5688,0.9,915.212
12457,Kepler-154,5,Transit,9.91935684,0.0878,,5937,0.92,915.212
12458,Kepler-154,5,Transit,9.91935684,0.0878,,5937,0.92,915.212
12459,Kepler-1540,1,Transit,125.4131177,0.4198,,4366,0.63,244.96
12460,Kepler-1540,1,Transit,,,,4625,,244.96
12461,Kepler-1540,1,Transit,125.4131177,0.4198,,4366,0.63,244.96
12462,Kepler-1540,1,Transit,125.4132302,,,4323,0.68,244.96
12463,Kepler-1540,1,Transit,125.4132812,,,4323,0.68,244.96
12464,Kepler-1540,1,Transit,125.4131177,0.4198,,4366,0.63,244.96
12465,Kepler-1540,1,Transit,125.4131177,,,4540,0.74,244.96
12466,Kepler-1540,1,Transit,125.4132302,0.4426,,4641,0.73,244.96
12467,Kepler-1541,1,Transit,8.40691199,0.0781,,5365,0.9,416.692
12468,Kepler-1541,1,Transit,8.40688262,,,5301.74,0.91,416.692
12469,Kepler-1541,1,Transit,,,,5210,,416.692
12470,Kepler-1541,1,Transit,8.40693068,,,5301.74,0.91,416.692
12471,Kepler-1541,1,Transit,8.40699411,,,5301.74,0.91,416.692
12472,Kepler-1541,1,Transit,8.40691199,,,5282,0.86,416.692
12473,Kepler-1541,1,Transit,8.40691199,0.0781,,5365,0.9,416.692
12474,Kepler-1541,1,Transit,8.40691199,0.0781,,5365,0.9,416.692
12475,Kepler-1541,1,Transit,8.40693068,0.0781,,5365,0.9,416.692
12476,Kepler-1542,4,Transit,,,,5545,,399.114
12477,Kepler-1542,4,Transit,3.95118639,,,5611.29,0.99,399.114
12478,Kepler-1542,4,Transit,3.95116635,0.0479,,5574,0.93,399.114
12479,Kepler-1542,4,Transit,3.95116882,0.0466,,5731,0.87,399.114
12480,Kepler-1542,4,Transit,3.95116882,0.0466,,5731,0.87,399.114
12481,Kepler-1542,4,Transit,3.95116635,,,5611.29,0.99,399.114
12482,Kepler-1542,4,Transit,3.95116882,0.0466,,5731,0.87,399.114
12483,Kepler-1542,4,Transit,3.95116882,,,5564,0.94,399.114
12484,Kepler-1542,4,Transit,2.89222871,,,5611.29,0.99,399.114
12485,Kepler-1542,4,Transit,2.89223021,0.0379,,5731,0.87,399.114
12486,Kepler-1542,4,Transit,2.89223021,0.0379,,5731,0.87,399.114
12487,Kepler-1542,4,Transit,2.89223021,,,5564,0.94,399.114
12488,Kepler-1542,4,Transit,2.89223998,0.0389,,5574,0.93,399.114
12489,Kepler-1542,4,Transit,2.89223021,0.0379,,5731,0.87,399.114
12490,Kepler-1542,4,Transit,2.89223998,,,5611.29,0.99,399.114
12491,Kepler-1542,4,Transit,,,,5545,,399.114
12492,Kepler-1542,4,Transit,,,,5545,,399.114
12493,Kepler-1542,4,Transit,5.99273738,0.0616,,5731,0.87,399.114
12494,Kepler-1542,4,Transit,5.99273265,0.0632,,5574,0.93,399.114
12495,Kepler-1542,4,Transit,5.99273738,0.0616,,5731,0.87,399.114
12496,Kepler-1542,4,Transit,5.99273265,,,5611.29,0.99,399.114
12497,Kepler-1542,4,Transit,5.99218093,,,5611.29,0.99,399.114
12498,Kepler-1542,4,Transit,5.99273738,,,5564,0.94,399.114
12499,Kepler-1542,4,Transit,5.10110666,0.0567,,5574,0.93,399.114
12500,Kepler-1542,4,Transit,,,,5545,,399.114
12501,Kepler-1542,4,Transit,5.10115756,0.0553,,5731,0.87,399.114
12502,Kepler-1542,4,Transit,5.10115269,,,5611.29,0.99,399.114
12503,Kepler-1542,4,Transit,5.10115756,,,5564,0.94,399.114
12504,Kepler-1542,4,Transit,5.10110666,,,5611.29,0.99,399.114
12505,Kepler-1542,4,Transit,5.10115756,0.0553,,5731,0.87,399.114
12506,Kepler-1543,1,Transit,,,,6312,,921.784
12507,Kepler-1543,1,Transit,6.96740698,,,6620.14,1.39,921.784
12508,Kepler-1543,1,Transit,6.96710269,0.0804,,6602,1.43,921.784
12509,Kepler-1543,1,Transit,6.96704926,0.0867,,6303,1.79,921.784
12510,Kepler-1543,1,Transit,6.96710269,,,6561,1.39,921.784
12511,Kepler-1543,1,Transit,6.96710269,0.0804,,6602,1.43,921.784
12512,Kepler-1543,1,Transit,6.96710269,0.0804,,6602,1.43,921.784
12513,Kepler-1543,1,Transit,6.96704926,,,6620.14,1.39,921.784
12514,Kepler-1544,1,Transit,168.81133,0.5459,,4798,0.77,335.09
12515,Kepler-1544,1,Transit,168.81133,,,4787,0.77,335.09
12516,Kepler-1544,1,Transit,,,,4852,,335.09
12517,Kepler-1544,1,Transit,168.811174,0.54,,4893,0.73,335.09
12518,Kepler-1544,1,Transit,168.8116,0.5421,,4820,0.74,335.09
12519,Kepler-1544,1,Transit,168.811174,0.54,,4893,0.73,335.09
12520,Kepler-1544,1,Transit,168.8112829,,,4787,0.77,335.09
12521,Kepler-1544,1,Transit,168.811174,0.54,,4893,0.73,335.09
12522,Kepler-1544,1,Transit,168.811174,,,4886,0.81,335.09
12523,Kepler-1544,1,Transit,168.809989,,,4787,0.77,335.09
12524,Kepler-1545,1,Transit,163.692336,0.5442,,4999,0.8,729.964
12525,Kepler-1545,1,Transit,163.6921738,,,5112.8,0.86,729.964
12526,Kepler-1545,1,Transit,163.692336,,,5112.8,0.86,729.964
12527,Kepler-1545,1,Transit,163.692349,,,5201,0.84,729.964
12528,Kepler-1545,1,Transit,163.692349,0.5634,,5334,0.89,729.964
12529,Kepler-1545,1,Transit,163.6922524,,,5112.8,0.86,729.964
12530,Kepler-1545,1,Transit,163.692349,0.5634,,5334,0.89,729.964
12531,Kepler-1545,1,Transit,163.692349,0.5634,,5334,0.89,729.964
12532,Kepler-1545,1,Transit,,,,4986,,729.964
12533,Kepler-1546,1,Transit,19.597317,,,5724,1.02,931.956
12534,Kepler-1546,1,Transit,19.59739887,,,5724,1.02,931.956
12535,Kepler-1546,1,Transit,19.5974971,,,5623,0.95,931.956
12536,Kepler-1546,1,Transit,19.5971417,,,5724,1.02,931.956
12537,Kepler-1546,1,Transit,19.597317,0.1366,,5569,0.88,931.956
12538,Kepler-1546,1,Transit,19.5974971,0.1366,,5569,0.88,931.956
12539,Kepler-1546,1,Transit,,,,5570,,931.956
12540,Kepler-1546,1,Transit,19.5974971,0.1366,,5569,0.88,931.956
12541,Kepler-1546,1,Transit,19.5974971,0.1366,,5569,0.88,931.956
12542,Kepler-1547,1,Transit,0.69297968,0.0152,,6103,0.98,674.695
12543,Kepler-1547,1,Transit,0.69297968,0.0152,,6103,0.98,674.695
12544,Kepler-1547,1,Transit,0.69297968,,,6078,1.12,674.695
12545,Kepler-1547,1,Transit,0.69297846,,,5812.86,1.05,674.695
12546,Kepler-1547,1,Transit,0.69297968,0.0152,,6103,0.98,674.695
12547,Kepler-1547,1,Transit,,,,5840,,674.695
12548,Kepler-1547,1,Transit,0.69297846,0.0165,,6105,1.24,674.695
12549,Kepler-1548,1,Transit,124.8285067,,,5602,0.99,872.279
12550,Kepler-1548,1,Transit,124.8284971,,,5602,0.99,872.279
12551,Kepler-1548,1,Transit,124.827797,,,5602,0.99,872.279
12552,Kepler-1548,1,Transit,124.828679,0.4786,,5835,0.94,872.279
12553,Kepler-1548,1,Transit,124.827797,0.4679,,5349,0.88,872.279
12554,Kepler-1548,1,Transit,124.828679,0.4786,,5835,0.94,872.279
12555,Kepler-1548,1,Transit,124.828679,0.4786,,5835,0.94,872.279
12556,Kepler-1548,1,Transit,124.828679,,,5706,0.99,872.279
12557,Kepler-1548,1,Transit,,,,5331,,872.279
12558,Kepler-1549,1,Transit,214.886545,,,5324,0.88,803.052
12559,Kepler-1549,1,Transit,214.881456,,,5149,0.87,803.052
12560,Kepler-1549,1,Transit,214.886545,0.6961,,5375,0.97,803.052
12561,Kepler-1549,1,Transit,214.886545,0.6961,,5375,0.97,803.052
12562,Kepler-1549,1,Transit,214.881456,0.6687,,5323,0.86,803.052
12563,Kepler-1549,1,Transit,,,,5320,,803.052
12564,Kepler-1549,1,Transit,214.887159,,,5149,0.87,803.052
12565,Kepler-1549,1,Transit,214.8818198,,,5149,0.87,803.052
12566,Kepler-1549,1,Transit,214.886545,0.6961,,5375,0.97,803.052
12567,Kepler-155,2,Transit,5.93119294,0.0529,,3985,0.56,293.499
12568,Kepler-155,2,Transit,5.93119294,0.0529,,3985,0.56,293.499
12569,Kepler-155,2,Transit,5.931217,0.055,,4526,0.64,293.499
12570,Kepler-155,2,Transit,5.93119294,,,4550,0.72,293.499
12571,Kepler-155,2,Transit,5.93119294,0.0529,,3985,0.56,293.499
12572,Kepler-155,2,Transit,5.931194,0.056,,4508,,293.499
12573,Kepler-155,2,Transit,5.9311924,0.0526,,4057,0.54,293.499
12574,Kepler-155,2,Transit,5.93119656,0.0528,,3984,0.56,293.499
12575,Kepler-155,2,Transit,5.93119656,,,4339.18,0.68,293.499
12576,Kepler-155,2,Transit,5.93120384,0.05288,,3985,0.56,293.499
12577,Kepler-155,2,Transit,5.93118909,,,4339.18,0.68,293.499
12578,Kepler-155,2,Transit,5.93119728,,,4339.18,0.68,293.499
12579,Kepler-155,2,Transit,52.66187,0.237,,4526,0.64,293.499
12580,Kepler-155,2,Transit,52.661793,0.242,,4508,,293.499
12581,Kepler-155,2,Transit,52.66156,0.2254,,4057,0.54,293.499
12582,Kepler-155,2,Transit,52.66161107,,,4339.18,0.68,293.499
12583,Kepler-155,2,Transit,52.66147243,,,4339.18,0.68,293.499
12584,Kepler-155,2,Transit,52.6615266,,,4339.18,0.68,293.499
12585,Kepler-155,2,Transit,52.6615836,0.2267,,3985,0.56,293.499
12586,Kepler-155,2,Transit,52.6615836,0.2267,,3985,0.56,293.499
12587,Kepler-155,2,Transit,52.6615836,0.2267,,3985,0.56,293.499
12588,Kepler-155,2,Transit,52.6615266,0.2262,,3984,0.56,293.499
12589,Kepler-155,2,Transit,52.6615836,,,4550,0.72,293.499
12590,Kepler-155,2,Transit,52.661599,,,4339.18,0.68,293.499
12591,Kepler-155,2,Transit,52.66160633,,,4339.18,0.68,293.499
12592,Kepler-1550,1,Transit,225.582809,0.7333,,6184,1.03,1179.01
12593,Kepler-1550,1,Transit,,,,5938,,1179.01
12594,Kepler-1550,1,Transit,225.586548,,,5909,1.07,1179.01
12595,Kepler-1550,1,Transit,225.582809,0.7333,,6184,1.03,1179.01
12596,Kepler-1550,1,Transit,225.585245,0.7681,,5929,1.19,1179.01
12597,Kepler-1550,1,Transit,225.5835792,,,5909,1.07,1179.01
12598,Kepler-1550,1,Transit,225.585245,,,5909,1.07,1179.01
12599,Kepler-1550,1,Transit,225.582809,,,5991,1.07,1179.01
